Customer_ID,Region,Customer_Segment,Product_Line,Connectivity_Type,Deployment_Environment,Monitoring_Platform,Connected_Devices,Daily_Data_Usage_GB,Monthly_Incidents,Avg_Incident_Response_Hours,Firmware_Update_Frequency_Months,Uptime_Percentage,Downtime_Hours_Monthly,Support_Tickets_Opened,Customer_Satisfaction_Score,Training_Completed,Operational_Risk_Level
35e0c76e-5a55-4bd0-a700-adbfbd82f7ad,Middle East & Africa,Oil & Gas,Edge Gateway,4G LTE,Indoor,Custom Platform,3540,47.46,2,3.24,7,95.38,4.91,2,1,1,High
eb2f4ad4-7001-4163-9b68-41eef9ce8ee1,North America,Oil & Gas,IoT Controller,Ethernet,Hybrid,Custom Platform,2756,24.38,2,4.02,3,96.15,3.52,5,5,1,Medium
aa5b439a-7d0a-4086-8ce5-3cad24cbe6a1,North America,Transportation,Rugged Router,Wi-Fi,Mobile,IoT Ops Dashboard,3005,63.62,3,1.35,10,97.69,3.07,4,5,0,Medium
969c4f60-1ed5-43d7-a5b2-d9b9cfd47add,North America,Oil & Gas,Edge Gateway,5G,Mobile,IoT Ops Dashboard,2251,37.8,0,1.19,6,92.53,1.2,0,2,0,Low
b007ba40-0790-4b57-bedc-7e37dc569190,Asia Pacific,Utilities,Industrial Switch,4G LTE,Indoor,Meraki,212,41.7,2,2.43,9,93.68,1.09,1,4,0,Medium
559dc7ed-fb9b-4189-9a84-98b3ba54ec67,Middle East & Africa,Oil & Gas,Industrial Switch,5G,Indoor,Meraki,1915,27.04,1,1.47,10,97.12,1.5,6,2,1,Medium
c61b26be-a186-4d9b-9e5f-45a90ba2435c,Asia Pacific,Utilities,Industrial Switch,5G,Indoor,Custom Platform,133,66.26,1,1.99,1,94.83,4.61,5,1,0,Low
9ec3f61b-c802-41c1-ac86-4d77a02989fc,North America,Utilities,Rugged Router,Ethernet,Mobile,IoT Ops Dashboard,4496,85.73,1,2.78,11,96.95,1.87,0,1,0,Medium
86862411-c5a2-41f2-8bca-392fb2e7b852,Middle East & Africa,Smart Cities,Industrial Switch,4G LTE,Mobile,Custom Platform,2615,68.7,0,1.1,9,99.26,1.58,2,4,0,High
a2dd1999-a188-4b00-93d3-29905647eb6f,North America,Utilities,IoT Controller,5G,Indoor,IoT Ops Dashboard,4604,53.04,2,2.36,2,90.46,2.1,0,2,1,Medium
1295ef42-9ffc-4266-a56f-fdd9e879561d,Middle East & Africa,Manufacturing,IoT Controller,4G LTE,Outdoor,Custom Platform,2332,22.47,4,1.32,3,94.5,3.46,4,4,1,High
891b3b2d-8079-40a9-91d7-eb17f0a6e3a3,Europe,Oil & Gas,Industrial Switch,Ethernet,Outdoor,IoT Ops Dashboard,547,54.53,2,2.79,7,95.27,4.83,3,3,0,Low
268dc1fe-753a-40f6-bed5-154c937e6d20,Asia Pacific,Smart Cities,Rugged Router,5G,Outdoor,Custom Platform,1826,60.51,2,1.83,5,95.53,2.19,5,2,1,Low
0510b2f4-e091-4edd-aa1f-e5ed435b58ab,Europe,Manufacturing,Industrial Switch,Wi-Fi,Mobile,IoT Ops Dashboard,2104,34.38,2,2.77,1,96.65,3.32,3,4,0,Medium
d97d2af8-0f1c-46de-b77c-b5e554d40322,Middle East & Africa,Oil & Gas,Rugged Router,Wi-Fi,Hybrid,IoT Ops Dashboard,2080,67.67,2,2.16,6,94.87,2.37,3,5,1,Low
c4503422-b292-4431-b0d0-3c7a7b9a4e8d,Asia Pacific,Oil & Gas,IoT Controller,5G,Hybrid,Custom Platform,3999,28.51,0,3.1,5,93.46,2.14,2,2,0,Low
a879518b-0468-4fbf-9697-b50896de7140,Middle East & Africa,Utilities,Rugged Router,4G LTE,Outdoor,IoT Ops Dashboard,4153,52.05,3,4.02,5,96.23,2.27,5,1,1,Low
c5f88bb5-1d83-48cc-acf4-0c2e557bedf3,Middle East & Africa,Transportation,Rugged Router,4G LTE,Outdoor,Meraki,3729,58.66,2,4.4,1,98.42,1.37,2,2,0,Medium
94a7f52e-f6e5-49b8-81c2-49044d531b5c,Asia Pacific,Smart Cities,Rugged Router,Ethernet,Outdoor,Meraki,3477,34.77,2,1.8,8,99.56,3.06,2,1,0,Medium
7a61379e-0ec3-4c23-b41c-05a5060a1c60,Middle East & Africa,Smart Cities,Industrial Switch,Ethernet,Indoor,Custom Platform,1572,48.17,0,2.95,10,90.41,1.46,2,1,0,Medium
84a66dc7-3352-47d2-b271-a1494b93fa2d,Europe,Utilities,Rugged Router,Wi-Fi,Hybrid,Custom Platform,1954,51.35,5,1.16,6,99.07,2.97,3,4,1,Medium
6f81c99c-3b56-45e2-b5b6-9ee7a1e0d40c,Europe,Oil & Gas,Industrial Switch,Ethernet,Mobile,Meraki,707,33.98,1,1.23,1,90.78,4.23,3,4,1,High
37893070-1610-4649-a210-dac8edbba99d,Europe,Transportation,Industrial Switch,5G,Hybrid,Custom Platform,2743,43.04,2,2.21,4,91.01,2.51,3,1,0,Low
fcccb01e-e983-4b71-918a-b2684b5cad8a,Middle East & Africa,Manufacturing,Industrial Switch,Ethernet,Mobile,Custom Platform,3356,16.45,1,4.23,10,97.99,2.59,2,4,1,Medium
53bfb5db-09bd-40ca-b138-001e15799d59,Latin America,Oil & Gas,Industrial Switch,Ethernet,Hybrid,Custom Platform,3756,53.76,6,1.41,4,93.43,3.75,2,5,0,Medium
5dba76cd-d6d7-4114-a0b5-66c5162a1ea9,Middle East & Africa,Oil & Gas,Edge Gateway,Ethernet,Indoor,IoT Ops Dashboard,1460,55.34,2,2.45,7,94.24,2.8,7,1,0,High
58ab5188-4eee-4344-b94c-6ecf2ea6cc98,North America,Smart Cities,Industrial Switch,Wi-Fi,Indoor,Meraki,325,35.6,1,2.25,10,93.14,1.22,0,4,1,Medium
3d17095a-0902-43c8-8b07-497ef681f220,Latin America,Smart Cities,IoT Controller,Wi-Fi,Hybrid,Custom Platform,2905,58.8,4,3.51,2,98.27,3.2,3,4,1,Low
4795f7ff-a8ba-4735-9808-67eb8f23b96d,Middle East & Africa,Manufacturing,Industrial Switch,Ethernet,Mobile,Meraki,4579,55.15,4,3.25,6,98.04,4.18,4,5,1,High
229363a2-896a-488d-8b81-7a917f6c04b6,Asia Pacific,Transportation,Edge Gateway,5G,Indoor,IoT Ops Dashboard,166,44.72,4,3.15,4,93.75,3.29,4,5,1,Low
3ca37b10-acc9-43f5-a6d7-73423ee74959,Middle East & Africa,Utilities,Industrial Switch,Ethernet,Indoor,Custom Platform,599,40.21,1,4.4,9,90.97,2.32,0,5,0,Medium
d128bb62-e369-4a9c-8f9f-ac261ac75170,Asia Pacific,Oil & Gas,Edge Gateway,4G LTE,Mobile,Custom Platform,3214,61.83,3,4.2,11,92.69,4.77,4,1,1,High
a76ec1af-0317-475a-9e88-947740b1048d,North America,Oil & Gas,IoT Controller,4G LTE,Indoor,Custom Platform,849,62.17,1,3.71,6,96.47,4.22,6,2,0,Low
0e07a25a-805c-44eb-9726-a091b3f6b70b,Asia Pacific,Oil & Gas,Edge Gateway,5G,Mobile,IoT Ops Dashboard,2700,52.71,2,2.48,2,94.33,0.74,4,4,0,High
059f9f74-b4fe-401c-ba2a-ed53162585ab,Asia Pacific,Transportation,Edge Gateway,Ethernet,Mobile,Meraki,3876,42.9,1,1.66,3,93.81,4.57,3,3,1,Low
629553d6-7ba0-4730-9698-ba9c131a93be,Asia Pacific,Utilities,Edge Gateway,Ethernet,Hybrid,IoT Ops Dashboard,1825,59.12,1,1.75,1,93.67,1.54,3,5,0,Low
74c0e955-5418-4358-b668-9e698a391476,North America,Oil & Gas,Rugged Router,Ethernet,Outdoor,Meraki,2859,37.06,0,1.11,3,91.7,2.74,7,1,0,Low
50bb883b-7a48-44f3-a8ae-8d8006a36977,Latin America,Smart Cities,Industrial Switch,5G,Indoor,Meraki,2311,68.96,1,2.63,7,94.67,5.47,6,4,1,Low
1e4d4cb5-ebfe-41c6-b916-e97bc4014fa3,Middle East & Africa,Transportation,Edge Gateway,5G,Outdoor,Meraki,1469,34.9,2,3.02,6,93.89,1.12,3,2,1,Low
85070048-e39e-4648-9b73-43780c56a3a3,Asia Pacific,Oil & Gas,Industrial Switch,Wi-Fi,Hybrid,Meraki,1716,40.44,1,-0.32,2,92.7,1.1,1,2,0,High
5e689ba1-1bc3-439a-a521-4f953bea1370,Asia Pacific,Manufacturing,Industrial Switch,5G,Indoor,Custom Platform,737,49.02,1,3.33,5,99.23,5.26,0,4,0,High
ebb690a9-5384-48c2-8a1c-4da12f9bcdfc,North America,Oil & Gas,Edge Gateway,Ethernet,Hybrid,IoT Ops Dashboard,3968,55.85,1,3.35,2,98.71,3.83,2,1,1,Low
e5670a0e-8de9-4e29-a4d4-a640be95470b,Europe,Transportation,IoT Controller,Ethernet,Indoor,IoT Ops Dashboard,1115,34.38,4,2.6,2,91.08,3.02,2,5,1,Medium
fecc1a2a-a82a-4bce-96c3-f3b509321cd4,Latin America,Oil & Gas,Edge Gateway,Wi-Fi,Indoor,IoT Ops Dashboard,74,52.44,2,3.41,5,98.76,1.89,1,2,0,Medium
60a83705-5b18-46b5-a70b-be99dea54973,Europe,Smart Cities,IoT Controller,Ethernet,Outdoor,Meraki,3255,41.07,4,3.15,1,90.36,4.96,2,3,1,Medium
4d36e00d-7b96-423d-bedc-894d40d8c225,Asia Pacific,Utilities,IoT Controller,Ethernet,Indoor,Custom Platform,2965,35.22,0,2.47,10,98.18,-0.08,0,2,0,High
88ddf450-9008-4e4f-b186-3ab82eb052df,Latin America,Manufacturing,Edge Gateway,Ethernet,Mobile,Custom Platform,3260,56.39,4,2.76,3,93.96,0.79,0,1,0,Low
d52f5a21-9bc5-4011-9c29-d094a659ebeb,Asia Pacific,Smart Cities,Edge Gateway,Ethernet,Mobile,IoT Ops Dashboard,4512,56.89,1,0.14,9,93.53,3.0,5,4,1,High
7072e120-3814-4729-978b-82f20fa4cd51,North America,Smart Cities,Rugged Router,4G LTE,Hybrid,Custom Platform,1020,60.19,1,3.0,4,94.17,1.82,4,1,1,High
00d3e75f-91e9-4cfc-9578-6dc92a8b936d,Asia Pacific,Manufacturing,Edge Gateway,5G,Mobile,IoT Ops Dashboard,476,38.03,2,3.01,6,95.78,4.02,3,5,1,High
893d33ae-0394-46d6-9c28-8c23da8ad080,Europe,Transportation,Rugged Router,Wi-Fi,Hybrid,Meraki,618,52.56,0,3.96,4,96.6,5.07,1,4,0,Low
9334e993-8c05-47e0-8b81-a7ca815b198f,North America,Transportation,IoT Controller,5G,Outdoor,IoT Ops Dashboard,3615,43.84,1,1.77,9,94.16,1.91,1,3,1,High
edd1583e-0101-4283-98e1-dab9a447d10c,Europe,Smart Cities,IoT Controller,Wi-Fi,Outdoor,IoT Ops Dashboard,3767,64.03,4,3.72,9,90.17,4.71,3,5,1,High
ef043c1b-3c86-4a94-9e7e-4da18d8c4d87,Europe,Manufacturing,IoT Controller,4G LTE,Hybrid,Meraki,4318,56.12,2,1.6,1,91.76,3.4,4,1,1,Low
840bc63c-6b69-41b5-b621-b88e7b67247b,North America,Utilities,IoT Controller,4G LTE,Hybrid,Meraki,1434,66.17,3,2.14,11,97.37,-0.4,4,3,1,Low
9d4e20e1-a4ba-4f93-b8c5-5f356334c1f9,North America,Utilities,Rugged Router,Ethernet,Mobile,Custom Platform,2080,44.55,0,1.89,11,98.81,3.14,5,3,1,Low
7bc5c0a3-d2a5-4cf2-93d4-7375aa9e3fb5,Middle East & Africa,Utilities,Edge Gateway,Ethernet,Outdoor,Custom Platform,4171,37.15,0,4.12,8,93.91,3.07,6,2,1,High
a294ead9-696a-4360-ada5-27f5b8b7d1d7,Middle East & Africa,Manufacturing,IoT Controller,4G LTE,Outdoor,Custom Platform,3748,35.97,3,3.26,11,95.34,4.01,5,3,1,Low
0bde1a96-c8b4-4068-abf1-84720bb5aba0,Asia Pacific,Transportation,Edge Gateway,4G LTE,Mobile,Custom Platform,75,27.58,2,3.81,9,92.1,0.45,4,4,1,Low
409ab153-9ea7-4771-aa78-63e6f76a64c3,Middle East & Africa,Manufacturing,Edge Gateway,Ethernet,Indoor,Meraki,4985,47.62,3,2.55,11,93.82,3.61,1,4,0,Low
4e92d5f7-4736-4859-90d1-6160cb7d32e1,Asia Pacific,Oil & Gas,IoT Controller,Wi-Fi,Mobile,Custom Platform,3533,75.41,1,1.04,7,91.39,2.95,1,3,1,Low
1b1ba4b9-b9ec-41cf-b459-37c61e252c6a,North America,Manufacturing,Rugged Router,Ethernet,Indoor,IoT Ops Dashboard,2277,62.46,1,2.67,5,97.64,2.89,1,5,0,Medium
79b779be-ebde-499a-84ac-0c29754d17a3,Europe,Manufacturing,Edge Gateway,5G,Outdoor,Custom Platform,4480,62.55,0,2.29,5,95.5,2.0,3,3,0,High
59762b3f-47a5-40bb-828e-1448aedbc90b,Europe,Utilities,IoT Controller,Ethernet,Hybrid,Custom Platform,2635,55.59,1,1.95,8,98.76,1.71,4,5,1,Low
5e1cedfe-ca12-4745-89f1-5f187536dbd7,Europe,Smart Cities,Industrial Switch,5G,Indoor,Meraki,3118,53.47,3,2.35,1,93.6,2.49,5,4,0,Medium
1c5ee4c9-0199-4934-a043-eae589067077,North America,Utilities,IoT Controller,Ethernet,Outdoor,Meraki,1626,37.25,3,3.23,11,98.91,2.6,5,5,1,Low
6ac86390-2caa-4043-95b8-a941cc7b1f9a,Middle East & Africa,Manufacturing,Edge Gateway,Ethernet,Mobile,IoT Ops Dashboard,1330,52.54,1,2.79,6,94.36,3.14,5,2,1,Medium
e86f1c17-c118-4b6c-9c7f-c835ab2c63bd,Latin America,Manufacturing,IoT Controller,Ethernet,Indoor,Meraki,2306,48.02,1,3.38,10,98.72,3.91,3,5,0,Low
3d9763eb-32a2-444b-8542-6813531a10ac,Middle East & Africa,Utilities,Edge Gateway,4G LTE,Mobile,Custom Platform,1279,73.55,1,3.08,9,95.54,3.68,3,1,0,High
4177335f-deff-46ba-9cf6-9a860c717cce,Latin America,Utilities,Edge Gateway,Wi-Fi,Hybrid,IoT Ops Dashboard,3490,64.93,3,4.19,1,97.45,2.76,6,1,0,High
096ce3f2-ead3-4dd3-b4ba-fb7ef36d4087,Middle East & Africa,Transportation,IoT Controller,Ethernet,Hybrid,Meraki,2717,44.22,3,3.69,11,92.16,-0.36,4,5,0,Low
d0b72e8a-2fbf-4c8a-acca-99e431c5f4a3,Latin America,Manufacturing,Rugged Router,Wi-Fi,Outdoor,Custom Platform,1213,46.48,1,2.98,7,95.82,4.09,3,2,0,Low
cc0dc461-11ac-4b87-8574-c7ef4566ea7d,North America,Manufacturing,Industrial Switch,5G,Outdoor,IoT Ops Dashboard,1236,51.69,1,3.74,2,99.37,5.06,0,4,1,High
09e9ec8e-4c81-41d6-8a5a-307c2b3aeb86,Asia Pacific,Manufacturing,IoT Controller,5G,Indoor,Custom Platform,3951,42.01,1,3.49,8,97.82,2.32,5,3,0,High
98d760e8-2e88-463c-b1ac-ffdbd1c38fe2,Latin America,Manufacturing,Edge Gateway,4G LTE,Mobile,IoT Ops Dashboard,4799,40.45,2,3.05,3,96.24,3.76,2,2,1,High
8f0cf546-5ece-4084-8c67-954dc862c686,North America,Transportation,Edge Gateway,5G,Outdoor,IoT Ops Dashboard,3062,44.95,1,1.37,10,97.08,3.4,4,2,1,High
7d77bea1-ae1c-4cea-ad93-adea90bc4e02,Latin America,Manufacturing,IoT Controller,4G LTE,Outdoor,IoT Ops Dashboard,1477,46.04,0,2.9,4,99.74,2.48,3,5,1,High
752a3417-f085-4f85-9142-665c2583d597,Middle East & Africa,Smart Cities,Industrial Switch,Wi-Fi,Indoor,Meraki,3281,62.47,1,3.93,1,91.81,1.75,2,2,1,High
3c9b44ea-bf81-45fa-a671-89deb96dc6dc,Latin America,Utilities,Edge Gateway,Ethernet,Mobile,Meraki,149,34.2,3,1.55,3,94.15,4.03,3,2,1,High
7b31594c-229a-4d0e-96a1-a056b505b39b,North America,Smart Cities,Edge Gateway,Ethernet,Outdoor,IoT Ops Dashboard,2745,56.89,3,2.38,6,97.74,1.98,4,1,1,Medium
e8a82b8f-b908-4184-addf-5e380b2cbaf2,Latin America,Utilities,IoT Controller,4G LTE,Mobile,Meraki,3566,59.69,1,0.93,7,96.52,3.17,2,3,1,Medium
99bc792a-e19a-4f7e-85ac-303a221716fb,Middle East & Africa,Oil & Gas,Rugged Router,Wi-Fi,Hybrid,IoT Ops Dashboard,3655,53.01,1,0.38,4,94.39,4.68,1,5,0,High
cfb4d4c2-36dd-4c80-91fd-38bdae5c49af,Latin America,Oil & Gas,Rugged Router,5G,Indoor,IoT Ops Dashboard,1619,35.07,1,2.73,3,97.91,4.84,7,4,1,Medium
ee0e642c-86a0-46bf-acb8-a5e477c6ccaf,Middle East & Africa,Transportation,Edge Gateway,4G LTE,Hybrid,Custom Platform,3307,43.97,4,1.89,9,94.8,2.79,2,4,0,High
335e7a7e-ffe1-4b25-a501-44462711415e,North America,Utilities,Edge Gateway,5G,Indoor,Custom Platform,1150,47.59,3,2.67,6,99.02,3.24,4,3,0,Medium
93d18e58-4bad-4307-8f90-182dd9392b86,Asia Pacific,Utilities,Industrial Switch,5G,Indoor,Meraki,1802,45.55,2,4.03,10,97.46,3.09,7,3,0,High
851e7485-ddf1-46a4-af97-672c07c77751,Asia Pacific,Transportation,Industrial Switch,Ethernet,Outdoor,Meraki,70,31.78,1,5.39,7,91.15,3.75,3,5,0,Low
c1bf095d-c2f7-4e56-bbea-822305ea4ca7,Europe,Utilities,Edge Gateway,Wi-Fi,Mobile,IoT Ops Dashboard,3205,34.63,4,3.26,2,93.84,1.08,4,1,1,High
699662ee-660a-4f56-82bd-967b48ba49dc,Latin America,Oil & Gas,Rugged Router,Wi-Fi,Outdoor,Custom Platform,2264,48.56,1,2.66,6,98.84,4.3,0,3,1,High
255ef117-7728-4d8a-ac2a-360aa4d1e14a,North America,Oil & Gas,IoT Controller,Ethernet,Mobile,Custom Platform,2843,56.93,0,2.08,9,93.72,2.51,5,3,1,Medium
fd36dc02-9318-4179-a72e-fa63b4dfe7cc,Middle East & Africa,Transportation,Edge Gateway,Wi-Fi,Indoor,Custom Platform,3291,65.19,4,3.16,10,97.19,2.42,2,3,0,High
a668b05d-f344-4fe5-a1a8-f0d5f75e9d11,Middle East & Africa,Smart Cities,Edge Gateway,Ethernet,Outdoor,Custom Platform,3467,16.7,2,1.96,2,94.52,2.0,4,5,1,Low
0a9cb5c7-dfcd-495d-9d64-e4b7a80d9e24,Latin America,Manufacturing,Edge Gateway,Ethernet,Hybrid,IoT Ops Dashboard,4658,35.81,1,0.63,2,95.4,2.02,7,1,1,Medium
e040f202-8a43-49cc-bdf8-43dd33c2d820,Europe,Transportation,Edge Gateway,5G,Hybrid,Meraki,2798,52.61,1,2.92,11,91.39,2.47,4,4,1,Low
ec5a4c09-90a3-4020-af6a-c9e8b4f34516,North America,Oil & Gas,Edge Gateway,Ethernet,Hybrid,Custom Platform,282,32.87,3,1.64,8,93.56,2.97,1,3,0,Medium
8f65b5ec-6c6d-4cef-a8e3-72d9015ba4cd,Middle East & Africa,Smart Cities,Edge Gateway,Wi-Fi,Outdoor,Meraki,1469,42.42,0,2.21,8,90.88,4.03,3,3,1,Low
dfa14375-5355-46eb-bf74-7c03d4209b2f,Asia Pacific,Manufacturing,Edge Gateway,5G,Indoor,IoT Ops Dashboard,1262,24.12,1,1.66,10,92.95,0.88,2,3,0,High
83a3fac6-2f79-49f3-a563-71db083c36da,North America,Utilities,Edge Gateway,4G LTE,Mobile,Meraki,508,77.86,3,1.48,8,96.22,1.77,2,1,0,Low
311393b6-1e7a-438a-af83-5230f9aa555e,North America,Transportation,Rugged Router,4G LTE,Indoor,Meraki,4893,26.63,2,3.33,2,90.65,7.28,3,2,0,High
e4629e74-02b2-413a-b084-a47a7ee50dfc,Asia Pacific,Transportation,IoT Controller,Wi-Fi,Hybrid,IoT Ops Dashboard,3175,23.68,2,3.21,4,91.6,4.66,4,4,1,Low
5a1d34ae-c079-4733-b799-413a3eea06e8,Europe,Transportation,Edge Gateway,Wi-Fi,Mobile,Meraki,416,41.79,3,2.19,1,90.91,0.73,0,1,0,Medium
1a3ae0bc-890b-48c2-95e2-2ef531a67cb6,Asia Pacific,Oil & Gas,Industrial Switch,Wi-Fi,Mobile,Custom Platform,4033,46.21,5,2.99,11,90.2,-0.7,1,4,1,Medium
ed1f9c96-1946-4f1a-b6ef-736274f70635,Asia Pacific,Utilities,Rugged Router,Wi-Fi,Hybrid,IoT Ops Dashboard,1547,45.21,3,3.11,6,93.54,1.91,3,5,0,Medium
6e346856-4359-46f8-b948-10893a5a94e6,Latin America,Smart Cities,Rugged Router,5G,Indoor,Meraki,4303,36.04,2,1.74,4,96.08,3.65,4,1,1,High
